City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,mugia,43.1041,-9.2179,20.51,70,0,2.6,ES,1691532651
285,lerwick,60.1545,-1.1494,10.0,79,100,13.8,GB,1691532092
286,remire-montjoly,4.9167,-52.2667,28.02,83,0,4.12,GF,1691532402
287,cabedelo,-6.9811,-34.8339,25.37,84,39,5.87,BR,1691532653
288,zalingei,12.9096,23.4741,21.95,86,53,1.52,SD,1691532653
289,puerto madero,14.7208,-92.4215,31.11,66,14,2.96,MX,1691532062
290,laizhou,37.1717,119.9214,21.99,83,0,1.57,CN,1691532654
291,keflavik,64.0049,-22.5624,12.95,87,20,4.12,IS,1691532354
292,susuman,62.7833,148.1667,8.58,55,95,0.26,RU,1691532347
293,yonggwang-up,40.0183,127.4547,21.87,92,84,0.17,KP,1691532656
294,leku,6.8667,38.45,15.64,87,99,1.24,ET,1691532656
295,port blair,11.6667,92.75,28.02,83,75,4.63,IN,1691532395
296,smithers,54.7804,-127.1743,19.12,72,97,1.04,CA,1691532527
297,smara,26.7384,-11.6719,23.63,64,0,7.72,EH,1691532658
298,bokhan,53.153,103.7714,15.94,96,100,1.42,RU,1691532658
299,floro,61.5996,5.0328,11.09,93,100,7.2,NO,1691532652
300,greymouth,-42.4667,171.2,5.89,78,69,2.75,NZ,1691532659
301,kill devil hills,36.0307,-75.676,31.01,55,40,3.09,US,1691532635
302,richland center,43.3347,-90.3868,29.9,37,84,2.86,US,1691532660
303,bahia honda,22.9036,-83.1592,31.46,68,28,2.82,CU,1691532660
304,tucuma,-0.1833,-50.05,26.67,81,85,4.11,BR,1691532438
305,krasnoturansk,54.3186,91.5639,15.06,67,82,1.75,RU,1691532661
306,alaghsas,17.0187,8.0168,27.42,63,93,4.99,NE,1691532646
307,gedo,9.0167,37.45,10.94,98,100,1.06,ET,1691532662
308,zaysan,47.4667,84.8667,17.41,64,23,1.52,KZ,1691532663
309,kingston,17.997,-76.7936,32.53,76,20,9.77,JM,1691532351
310,mili,6.0815,171.735,28.14,77,96,5.77,MH,1691532653
311,qaqortoq,60.7167,-46.0333,5.89,85,9,2.43,GL,1691532355
312,melioratorov,57.2107,65.6077,16.21,94,0,2.0,RU,1691532665
313,ciudad lazaro cardenas,17.9583,-102.2,31.78,70,2,5.65,MX,1691532357
314,taguatinga,-12.3857,-46.5711,29.31,24,0,1.07,BR,1691532666
315,homer,59.6425,-151.5483,17.09,80,75,4.63,US,1691532490
316,yuzhno-kurilsk,44.0306,145.8556,17.97,100,100,2.97,RU,1691532413
317,la'ie,21.6477,-157.9253,31.98,68,6,0.89,US,1691532350
318,st. paul,44.9444,-93.0933,29.87,42,20,5.14,US,1691532668
319,antofagasta,-23.65,-70.4,17.6,76,19,3.71,CL,1691532577
320,olavarria,-36.8927,-60.3225,6.39,69,92,3.36,AR,1691532431
321,cambridge,43.3601,-80.3127,26.01,58,100,1.34,CA,1691532558
322,arno,60.1167,18.6333,14.88,73,42,9.42,SE,1691532350
323,buala,-8.145,159.5921,27.03,81,95,3.97,SB,1691532416
324,ndele,8.4109,20.6473,21.01,96,90,1.27,CF,1691532670
325,fort st. john,56.2499,-120.8529,20.94,60,75,3.6,CA,1691532379
326,luanco,43.6152,-5.7934,20.71,89,0,5.08,ES,1691532671
327,tazovsky,67.4667,78.7,8.76,97,100,4.32,RU,1691532259
328,tommot,58.9564,126.2925,15.43,64,18,1.67,RU,1691532669
329,la libertad,-2.2333,-80.9,26.81,74,75,5.66,EC,1691532672
330,magnolia,33.2671,-93.2393,26.83,58,94,0.81,US,1691532673
331,arraial do cabo,-22.9661,-42.0278,21.92,83,100,4.63,BR,1691532349
332,inirida,3.8653,-67.9239,29.4,74,29,0.85,CO,1691532674
333,ramadi,33.4226,43.3058,36.77,18,0,7.29,IQ,1691532674
334,howrah,22.5892,88.3103,27.0,94,75,1.54,IN,1691532356
335,sanya,18.2431,109.505,27.2,85,66,2.39,CN,1691532675
336,mont-dore,-22.2833,166.5833,21.67,99,65,3.94,NC,1691532387
337,sabha,27.0377,14.4283,29.27,26,0,5.74,LY,1691532676
338,jabor,5.921,169.6434,27.84,72,100,1.5,MH,1691532677
339,kerikeri,-35.2268,173.9474,10.51,92,21,2.31,NZ,1691532543
340,jalalaqsi,3.3766,45.5996,23.27,81,55,8.31,SO,1691532678
341,kikwit,-5.041,18.8162,26.13,50,7,1.26,CD,1691532678
342,ugoofaaru,5.6667,73.0,27.28,81,100,5.31,MV,1691532679
343,buctzotz,21.2,-88.7833,34.06,51,25,6.54,MX,1691532679
344,moss point,30.4116,-88.5345,33.37,80,0,0.0,US,1691532680
345,kristiansund,63.1115,7.732,13.03,94,100,1.54,NO,1691532680
346,euclides da cunha,-10.5075,-39.0158,21.79,54,36,2.63,BR,1691532681
347,happy valley-goose bay,53.3168,-60.3315,18.17,68,40,5.66,CA,1691532391
348,peniche,39.3558,-9.3811,21.27,90,20,2.88,PT,1691532681
349,tazacorte,28.629,-17.9293,22.86,91,0,0.45,ES,1691532386
350,willow street,39.9793,-76.2764,28.88,53,0,11.32,US,1691532682
351,saint-pierre,-21.3393,55.4781,18.82,72,0,3.09,RE,1691532373
352,antonio enes,-16.2325,39.9086,21.24,73,3,3.4,MZ,1691532683
353,abdanan,32.9926,47.4198,30.98,15,30,1.18,IR,1691532684
354,nemuro,43.3236,145.575,18.33,100,100,5.59,JP,1691532148
355,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1691532427
356,vila do maio,15.1333,-23.2167,26.44,72,79,5.67,CV,1691532685
357,ghanzi,-21.5667,21.7833,14.32,31,5,3.8,BW,1691532685
358,harper,4.375,-7.7169,24.47,88,99,6.18,LR,1691532686
359,yarmouth,41.7057,-70.2286,26.03,89,75,5.66,US,1691532687
360,south hedland,-20.4089,118.5983,14.96,67,0,3.6,AU,1691532688
361,kingaroy,-26.5333,151.8333,11.37,77,5,3.28,AU,1691532688
362,beidaihehaibin,39.8222,119.5181,23.46,86,5,2.22,CN,1691532689
363,ville platte,30.688,-92.2715,39.06,27,99,2.92,US,1691532689
364,estevan,49.1334,-102.9842,26.23,25,42,6.98,CA,1691532690
365,pailon,-17.65,-62.75,29.04,34,0,2.61,BO,1691532690
366,podporozh'ye,60.9112,34.1706,18.34,98,95,1.19,RU,1691532691
367,santana do livramento,-30.8908,-55.5328,13.11,70,100,6.26,BR,1691532691
368,nueva gerona,21.8833,-82.8,32.33,61,7,3.52,CU,1691532692
369,manaquiri,-3.3167,-60.35,31.25,41,97,0.93,BR,1691532693
370,gisborne,-38.6533,178.0042,8.17,75,6,1.99,NZ,1691532693
371,salinopolis,-0.6136,-47.3561,26.44,85,48,5.83,BR,1691532405
372,constantia,44.1833,28.65,15.39,66,46,3.79,RO,1691532310
373,tofol,5.3248,163.0078,28.88,74,100,1.54,FM,1691532666
374,richards bay,-28.783,32.0377,17.17,86,0,1.96,ZA,1691532695
375,pudozh,61.8099,36.5345,18.83,74,2,3.47,RU,1691532695
376,inhambane,-23.865,35.3833,19.68,73,13,4.57,MZ,1691532348
377,tagta,41.6504,59.9164,26.81,41,0,1.37,TM,1691532696
378,thunder bay,48.4001,-89.3168,20.99,78,100,2.06,CA,1691532163
379,lionel town,17.8101,-77.2406,30.99,65,51,5.86,JM,1691532697
380,sucua,-2.4667,-78.1667,26.41,65,75,2.06,EC,1691532698
381,emmeloord,52.7108,5.7486,15.01,88,83,3.56,NL,1691532699
382,papao,-17.75,-149.55,24.82,90,99,6.69,PF,1691532410
383,ilshofen,49.17,9.9189,16.28,67,100,2.06,DE,1691532699
384,saint croix,17.7397,-64.7388,30.25,70,40,5.14,VI,1691532700
385,chabahar,25.2919,60.643,27.52,84,10,5.68,IR,1691532700
386,rocky mountain house,52.3668,-114.9188,19.03,83,100,2.58,CA,1691532701
387,vangaindrano,-23.35,47.6,19.31,93,87,2.05,MG,1691532702
388,arvayheer,46.2639,102.775,16.72,58,84,1.16,MN,1691532702
389,port augusta,-32.5,137.7667,8.41,49,0,4.22,AU,1691532377
390,saynshand,44.8824,110.1163,20.36,55,19,4.1,MN,1691532406
391,kisangani,0.5167,25.2,21.51,97,93,0.95,CD,1691532659
392,ipilan,8.8431,117.9033,26.13,84,28,1.71,PH,1691532704
393,huasahuasi,-11.3167,-75.6167,6.63,82,78,2.64,PE,1691532681
394,hays,30.0502,-98.0336,41.09,32,1,2.68,US,1691532704
395,selfoss,63.9331,-20.9971,11.69,83,79,0.76,IS,1691532421
396,waingapu,-9.6567,120.2641,22.34,86,47,4.77,ID,1691532383
397,chadron,42.8294,-102.9999,24.82,57,0,4.63,US,1691532706
398,mulanje,-16.0316,35.5,15.04,86,2,3.17,MW,1691532386
399,madera,37.1666,-119.8343,37.53,23,0,3.56,US,1691532386
400,oleksandrivka,48.9634,32.2349,14.64,95,100,5.0,UA,1691532707
401,pagar alam,-4.0167,103.2667,18.92,96,75,1.0,ID,1691532439
402,hammerfest,70.6634,23.6821,23.25,73,0,2.06,NO,1691532288
403,myeik,12.4333,98.6,26.09,89,100,3.71,MM,1691532709
404,essaouira,31.5125,-9.77,21.16,93,13,5.18,MA,1691532709
405,as sulayyil,20.4607,45.5779,33.14,9,7,3.05,SA,1691532358
406,cobija,-11.0267,-68.7692,33.02,34,49,0.93,BO,1691532710
407,aral,40.5156,81.2636,26.37,36,0,4.86,CN,1691532661
408,chipinge,-20.1883,32.6236,10.43,55,0,1.03,ZW,1691532711
409,xuddur,4.1213,43.8894,21.86,69,41,8.69,SO,1691532711
410,ammon,43.4696,-111.9666,22.28,43,40,3.6,US,1691532712
411,don luan,11.5333,106.9167,22.99,97,44,1.47,VN,1691532712
412,patong,7.8961,98.2966,30.01,72,93,4.58,TH,1691532713
413,ribeira brava,32.65,-17.0667,24.35,81,7,2.43,PT,1691532713
414,aasiaat,68.7098,-52.8699,4.52,70,50,1.84,GL,1691532389
415,nasirabad,26.3,74.7333,24.73,81,100,4.81,IN,1691532714
416,viechtach,49.0792,12.8847,16.25,76,100,1.85,DE,1691532714
417,ceelbuur,4.685,46.6176,23.5,76,51,9.31,SO,1691532715
418,tobelo,1.7284,128.0095,25.67,82,100,3.54,ID,1691532419
419,lethem,3.3803,-59.7968,28.16,76,97,0.5,GY,1691532716
420,hobyo,5.3505,48.5268,24.42,82,65,12.26,SO,1691532420
421,cadale,2.7603,46.3222,24.55,84,89,9.19,SO,1691532656
422,fereydun kenar,36.6864,52.5225,27.67,71,1,0.84,IR,1691532387
423,champerico,14.3,-91.9167,33.3,64,9,3.55,GT,1691532284
424,taltal,-25.4,-70.4833,17.55,71,71,2.39,CL,1691532503
425,villa dolores,-31.9459,-65.1896,13.37,28,11,2.08,AR,1691532718
426,bakanas,44.8081,76.2772,23.74,44,79,1.07,KZ,1691532719
427,kayangel,8.0823,134.7173,26.49,85,100,8.84,PW,1691532720
428,caleta de carquin,-11.0925,-77.6267,20.77,74,8,5.6,PE,1691532670
429,palikir - national government center,6.9248,158.1611,26.47,89,100,3.09,FM,1691532568
430,cozumel,20.5083,-86.9458,33.86,70,40,4.63,MX,1691532721
431,machico,32.7,-16.7667,24.35,81,40,0.51,PT,1691532722
432,tzimol,16.2667,-92.2667,24.84,56,33,2.49,MX,1691532722
433,santa ana,33.7456,-117.8678,36.08,54,75,7.72,US,1691532723
434,bubaque,11.2833,-15.8333,27.27,88,74,5.99,GW,1691532383
435,cidreira,-30.1811,-50.2056,16.15,68,100,8.42,BR,1691532286
436,pundong,-7.9522,110.3486,20.7,89,21,1.43,ID,1691532724
437,saudarkrokur,65.7461,-19.6394,8.25,72,53,4.03,IS,1691532664
438,achacachi,-16.05,-68.6833,10.58,56,10,3.07,BO,1691532725
439,rehoboth,-23.3167,17.0833,14.09,26,93,1.92,NA,1691532364
440,sao gabriel da cachoeira,-0.1303,-67.0892,28.54,72,76,1.68,BR,1691532414
441,nelson bay,-32.7167,152.15,12.22,96,10,1.79,AU,1691532451
442,tumbi,-5.0667,32.7333,20.85,38,3,2.66,TZ,1691532727
443,rio do sul,-27.2142,-49.6431,14.66,87,100,1.01,BR,1691532727
444,borgarnes,64.5383,-21.9206,8.78,74,48,3.12,IS,1691532567
445,east london,-33.0153,27.9116,17.42,76,100,5.15,ZA,1691532315
446,calingasta,-31.3308,-69.4078,17.37,20,24,0.6,AR,1691532729
447,brokopondo,4.75,-55.1667,29.16,71,90,3.17,SR,1691532729
448,catumbela,-12.4314,13.5472,19.75,89,1,2.32,AO,1691532730
449,tarawa,1.419,172.984,29.05,84,75,2.06,KI,1691532730
450,salekhard,66.53,66.6019,12.52,69,100,0.73,RU,1691532654
451,mingshui,36.7167,117.5,22.51,84,0,1.93,CN,1691532731
452,badger,64.8,-147.5333,20.63,89,100,3.09,US,1691532375
453,el porvenir,13.7617,-87.3458,24.63,50,100,1.26,HN,1691532643
454,nehe,48.4833,124.8333,15.69,96,100,1.83,CN,1691532732
455,pitiquito,30.7,-112.0833,39.32,25,11,6.94,MX,1691532733
456,beaconsfield,45.4334,-73.8659,23.25,82,87,3.54,CA,1691532733
457,las palmas,28.4204,-14.0131,22.44,73,20,5.66,ES,1691532316
458,tulun,54.5611,100.5792,13.55,97,100,0.35,RU,1691532734
459,boende,-0.2167,20.8667,22.8,84,71,0.42,CD,1691532734
460,vernon,50.2581,-119.2691,29.61,25,100,1.3,CA,1691532548
461,mossel bay,-34.1831,22.146,12.96,81,52,1.36,ZA,1691532353
462,masterton,-40.9597,175.6575,6.05,83,3,1.02,NZ,1691532427
463,kailua-kona,19.6406,-155.9956,31.98,60,0,6.69,US,1691532381
464,funafuti,-8.5243,179.1942,32.0,84,75,2.06,TV,1691532736
465,grand falls-windsor,48.9332,-55.6649,15.28,77,100,2.03,CA,1691532424
466,los llanos de aridane,28.6585,-17.9182,21.18,91,0,0.45,ES,1691532737
467,mejit,10.2753,170.8646,28.27,73,85,6.37,MH,1691532400
468,yatou,37.15,122.3833,24.21,91,25,3.32,CN,1691532739
469,booue,-0.0921,11.9385,25.22,68,72,1.54,GA,1691532740
470,shingu,33.7333,135.9833,26.54,94,84,4.3,JP,1691532272
471,rongelap,11.1635,166.8941,28.38,74,45,6.49,MH,1691532248
472,santiago de cao,-7.9589,-79.2392,23.07,78,87,4.63,PE,1691532741
473,kilindoni,-7.9139,39.6668,24.5,79,4,7.02,TZ,1691532404
474,egilsstadir,65.2653,-14.3948,7.95,76,20,5.14,IS,1691532271
475,chegdomyn,51.1167,133.0167,17.97,56,100,0.49,RU,1691532742
476,ongjin,37.9347,125.3619,24.15,80,2,2.62,KP,1691532679
477,barra de santo antonio,-9.4047,-35.5072,23.6,84,17,3.9,BR,1691532675
478,kodyma,48.0988,29.1246,12.92,86,30,1.32,UA,1691532744
479,dampit,-8.2116,112.7493,17.37,93,34,1.74,ID,1691532744
480,fale old settlement,-9.3852,-171.2468,27.95,76,94,5.41,TK,1691532668
481,paita,-5.0892,-81.1144,22.57,78,90,7.02,PE,1691532529
482,chernyshevskiy,63.0128,112.4714,16.66,76,45,2.03,RU,1691532745
483,magistral'nyy,56.1725,107.4458,16.44,82,99,0.88,RU,1691532746
484,morondava,-20.2833,44.2833,18.88,74,0,2.54,MG,1691532746
485,greenville,35.6127,-77.3663,32.01,61,100,1.54,US,1691532350
486,babruysk,53.15,29.2333,12.66,80,90,2.52,BY,1691532747
487,umuarama,-23.7664,-53.325,22.03,64,12,6.91,BR,1691532676
488,coihueco,-36.6167,-71.8333,11.41,87,75,1.03,CL,1691532748
489,mar del plata,-38.0023,-57.5575,10.61,74,0,5.66,AR,1691532379
490,osh,40.5151,72.8083,19.36,68,40,3.0,KG,1691532749
491,pacific grove,36.6177,-121.9166,23.55,79,0,7.72,US,1691532318
492,zhosaly,45.4878,64.0781,29.43,33,43,3.51,KZ,1691532750
493,alo,7.4178,6.7371,23.07,95,96,1.71,NG,1691532596
494,bodo,67.28,14.405,21.54,72,20,9.26,NO,1691532417
495,toliara,-23.35,43.6667,20.35,85,54,2.51,MG,1691532752
496,makokou,0.5738,12.8642,21.41,95,91,0.98,GA,1691532659
497,kapit,2.0167,112.9333,22.71,100,70,0.59,MY,1691532494
498,hasaki,35.7333,140.8333,27.39,93,100,5.84,JP,1691532373
499,vedene,43.9833,4.9,22.09,50,0,3.09,FR,1691532753
500,itaituba,-4.2761,-55.9836,31.68,43,81,0.31,BR,1691532585
501,outokumpu,62.7269,29.0159,16.94,88,5,1.59,FI,1691532754
502,bengkulu,-3.8004,102.2655,23.52,93,42,2.42,ID,1691532755
503,bu'aale,1.0833,42.5833,22.73,84,14,4.47,SO,1691532756
504,errachidia,31.9275,-4.4285,36.03,13,40,5.66,MA,1691532756
505,muroto-misakicho,33.2833,134.15,27.83,89,97,10.84,JP,1691532756
506,sovetskaya gavan',48.9723,140.2878,15.43,88,99,0.72,RU,1691532400
507,poronaysk,49.2167,143.1167,14.41,87,100,1.25,RU,1691532379
508,ad dawadimi,24.5077,44.3924,29.52,10,2,3.69,SA,1691532758
509,redkino,56.6475,36.2967,15.21,91,6,2.09,RU,1691532758
510,wynyard,-41.0,145.7167,6.66,82,86,1.78,AU,1691532759
511,algona,43.07,-94.233,27.85,50,20,2.57,US,1691532759
512,jeddah,21.5169,39.2192,34.92,24,0,3.6,SA,1691532759
513,mwinilunga,-11.7358,24.4293,16.52,41,18,1.58,ZM,1691532760
514,dhidhdhoo,6.8833,73.1,27.72,78,100,5.76,MV,1691532761
515,faliraki,36.3398,28.1994,28.38,71,0,6.17,GR,1691532761
516,malango,-2.9627,119.9001,17.26,97,33,0.99,ID,1691532406
517,chibougamau,49.9168,-74.3659,13.79,94,100,4.12,CA,1691532762
518,aripuana,-9.1667,-60.6333,30.86,40,36,1.3,BR,1691532763
519,smirnovo,54.5125,69.4222,19.44,55,100,3.01,KZ,1691532763
520,palmer,42.1584,-72.3287,25.23,76,75,2.57,US,1691532764
521,zhuanghe,39.7008,122.9911,23.31,84,17,2.05,CN,1691532764
522,banda aceh,5.5577,95.3222,27.02,76,100,3.49,ID,1691532351
523,kargopol',61.5071,38.9456,16.38,85,0,2.75,RU,1691532765
524,acapulco de juarez,16.8634,-99.8901,31.9,70,20,5.14,MX,1691532395
525,summerland,49.5998,-119.6691,29.03,33,99,2.15,CA,1691532766
526,trapani,37.8333,12.6667,21.82,73,0,2.6,IT,1691532766
527,camacupa,-12.0167,17.4833,17.21,30,0,1.03,AO,1691532766
528,luganville,-15.5333,167.1667,22.48,94,100,4.57,VU,1691532767
529,malanje,-9.5402,16.341,21.35,41,7,2.36,AO,1691532767
530,choyr,46.3611,108.3611,16.72,67,51,4.77,MN,1691532676
531,siyabuswa,-25.1132,29.0445,14.24,28,0,2.61,ZA,1691532768
532,ad dilam,23.9915,47.1627,35.23,11,6,2.22,SA,1691532348
533,koryazhma,61.3143,47.1691,13.86,94,66,1.67,RU,1691532769
534,cancun,21.1743,-86.8466,32.81,63,2,3.78,MX,1691532005
535,severo-yeniseyskiy,60.3725,93.0408,9.64,97,66,1.89,RU,1691532770
536,saint-philippe,-21.3585,55.7679,18.77,78,37,3.28,RE,1691532116
537,praia da vitoria,38.7333,-27.0667,24.14,83,20,5.94,PT,1691532365
538,wewak,-3.5534,143.6268,25.93,86,45,2.61,PG,1691532687
539,kamloops,50.6665,-120.3192,27.55,42,75,2.57,CA,1691532324
540,humaita,-7.5061,-63.0208,32.26,42,48,1.48,BR,1691532288
541,huilong,31.8111,121.655,28.85,91,4,4.21,CN,1691532772
542,istgah-e rah ahan-e garmsar,35.2346,52.3094,26.84,41,96,0.95,IR,1691532773
543,tolanaro,-25.0319,46.9987,18.94,93,40,3.82,MG,1691532416
544,hami,42.8,93.45,29.26,35,100,6.51,CN,1691532392
545,guerrero negro,27.9769,-114.0611,29.15,60,91,7.03,MX,1691532689
546,mazamari,-11.3258,-74.5308,26.97,69,71,0.51,PE,1691532642
547,port macquarie,-31.4333,152.9167,10.5,76,3,2.34,AU,1691532667
548,nuku'alofa,-21.1333,-175.2,25.19,88,75,1.03,TO,1691532661
549,al ghayzah,16.2079,52.176,25.48,90,100,4.63,YE,1691532669
550,andergrove,-21.0833,149.1833,19.8,83,12,6.83,AU,1691532652
551,al burayqah,30.4062,19.5739,26.64,67,0,7.97,LY,1691532777
552,freetown,8.484,-13.2299,25.4,89,100,4.33,SL,1691532672
553,campos belos,-13.0367,-46.7717,26.73,21,1,1.64,BR,1691532562
554,zuromin,53.0661,19.9089,11.71,84,58,5.08,PL,1691532778
555,kyaikkami,16.08,97.5675,26.31,85,100,5.03,MM,1691532778
556,punta del este,-34.9667,-54.95,11.6,84,0,5.66,UY,1691532779
557,kananga,-5.8958,22.4178,24.01,45,42,1.21,CD,1691532662
558,levuka,50.1834,-105.4011,25.34,29,76,4.3,CA,1691532780
559,isiro,2.7739,27.616,18.69,98,98,0.16,CD,1691532780
560,acarau,-2.8856,-40.12,25.9,82,41,8.71,BR,1691532381
561,urzhar,47.093,81.6294,19.22,72,70,1.89,KZ,1691532354
562,yulinshi,38.2906,109.7494,22.97,60,77,2.62,CN,1691532781
563,kavaratti,10.5669,72.642,27.98,75,100,7.7,IN,1691532540
564,west fargo,46.875,-96.9004,30.0,48,75,7.2,US,1691532297
565,amal,59.051,12.7049,13.73,89,100,8.26,SE,1691532783
566,markovo,57.3206,107.0881,17.84,84,100,0.53,RU,1691532783
